,date,Appliances
85,2016-01-12 07:10:00,92.50999999999999
86,2016-01-12 07:20:00,103.00999999999999
87,2016-01-12 07:30:00,103.50999999999999
88,2016-01-12 07:40:00,114.00999999999999
89,2016-01-12 07:50:00,104.50999999999999
90,2016-01-12 08:00:00,185.01
91,2016-01-12 08:10:00,155.51
92,2016-01-12 08:20:00,136.01
93,2016-01-12 08:30:00,106.50999999999999
94,2016-01-12 08:40:00,107.00999999999999
95,2016-01-12 08:50:00,107.50999999999999
96,2016-01-12 09:00:00,98.00999999999999
97,2016-01-12 09:10:00,108.50999999999999
98,2016-01-12 09:20:00,99.00999999999999
99,2016-01-12 09:30:00,79.50999999999999
100,2016-01-12 09:40:00,90.00999999999999
101,2016-01-12 09:50:00,80.50999999999999
102,2016-01-12 10:00:00,311.01
103,2016-01-12 10:10:00,551.51
104,2016-01-12 10:20:00,502.01
105,2016-01-12 10:30:00,102.50999999999999
106,2016-01-12 10:40:00,113.00999999999999
107,2016-01-12 10:50:00,113.50999999999999
108,2016-01-12 11:00:00,104.00999999999999
109,2016-01-12 11:10:00,104.50999999999999
110,2016-01-12 11:20:00,105.00999999999999
111,2016-01-12 11:30:00,115.50999999999999
112,2016-01-12 11:40:00,116.00999999999999
113,2016-01-12 11:50:00,116.50999999999999
114,2016-01-12 12:00:00,117.00999999999999
115,2016-01-12 12:10:00,247.51
116,2016-01-12 12:20:00,278.01
117,2016-01-12 12:30:00,228.51
118,2016-01-12 12:40:00,449.01
119,2016-01-12 12:50:00,149.51
120,2016-01-12 13:00:00,120.00999999999999
121,2016-01-12 13:10:00,350.51
122,2016-01-12 13:20:00,191.01
123,2016-01-12 13:30:00,201.51
124,2016-01-12 13:40:00,302.01
125,2016-01-12 13:50:00,112.50999999999999
126,2016-01-12 14:00:00,123.00999999999999
127,2016-01-12 14:10:00,123.50999999999999
128,2016-01-12 14:20:00,124.01
129,2016-01-12 14:30:00,434.51
130,2016-01-12 14:40:00,265.01
131,2016-01-12 14:50:00,135.51
132,2016-01-12 15:00:00,116.01
133,2016-01-12 15:10:00,106.51
134,2016-01-12 15:20:00,107.01
135,2016-01-12 15:30:00,97.51
136,2016-01-12 15:40:00,98.01
137,2016-01-12 15:50:00,98.51
138,2016-01-12 16:00:00,99.01
139,2016-01-12 16:10:00,109.51
140,2016-01-12 16:20:00,120.01
141,2016-01-12 16:30:00,110.51
142,2016-01-12 16:40:00,111.01
143,2016-01-12 16:50:00,111.51
144,2016-01-12 17:00:00,132.01
145,2016-01-12 17:10:00,132.51
146,2016-01-12 17:20:00,283.01
147,2016-01-12 17:30:00,453.51
148,2016-01-12 17:40:00,444.01
149,2016-01-12 17:50:00,304.51
150,2016-01-12 18:00:00,155.01
151,2016-01-12 18:10:00,165.51
152,2016-01-12 18:20:00,146.01
153,2016-01-12 18:30:00,116.51
154,2016-01-12 18:40:00,117.01
155,2016-01-12 18:50:00,107.51
156,2016-01-12 19:00:00,128.01
157,2016-01-12 19:10:00,128.51
158,2016-01-12 19:20:00,139.01
159,2016-01-12 19:30:00,129.51
160,2016-01-12 19:40:00,140.01
161,2016-01-12 19:50:00,140.51
162,2016-01-12 20:00:00,141.01
163,2016-01-12 20:10:00,131.51
164,2016-01-12 20:20:00,132.01
165,2016-01-12 20:30:00,132.51
166,2016-01-12 20:40:00,133.01
167,2016-01-12 20:50:00,133.51
168,2016-01-12 21:00:00,144.01
169,2016-01-12 21:10:00,144.51
170,2016-01-12 21:20:00,125.01
171,2016-01-12 21:30:00,115.51
172,2016-01-12 21:40:00,116.01
173,2016-01-12 21:50:00,116.51
174,2016-01-12 22:00:00,127.01
175,2016-01-12 22:10:00,137.51
176,2016-01-12 22:20:00,138.01
177,2016-01-12 22:30:00,138.51
178,2016-01-12 22:40:00,129.01
179,2016-01-12 22:50:00,139.51
180,2016-01-12 23:00:00,130.01
181,2016-01-12 23:10:00,130.51
182,2016-01-12 23:20:00,131.01
183,2016-01-12 23:30:00,131.51
184,2016-01-12 23:40:00,142.01
185,2016-01-12 23:50:00,142.51
186,2016-01-13 00:00:00,143.01
187,2016-01-13 00:10:00,123.51
188,2016-01-13 00:20:00,114.01
189,2016-01-13 00:30:00,124.51
190,2016-01-13 00:40:00,115.01
191,2016-01-13 00:50:00,135.51
192,2016-01-13 01:00:00,146.01
193,2016-01-13 01:10:00,156.51
194,2016-01-13 01:20:00,147.01
195,2016-01-13 01:30:00,137.51
196,2016-01-13 01:40:00,138.01
197,2016-01-13 01:50:00,148.51
198,2016-01-13 02:00:00,139.01
199,2016-01-13 02:10:00,139.51
200,2016-01-13 02:20:00,150.01
201,2016-01-13 02:30:00,150.51
202,2016-01-13 02:40:00,151.01
203,2016-01-13 02:50:00,141.51
204,2016-01-13 03:00:00,132.01
205,2016-01-13 03:10:00,122.51
206,2016-01-13 03:20:00,123.01
207,2016-01-13 03:30:00,123.51
208,2016-01-13 03:40:00,154.01
209,2016-01-13 03:50:00,154.51
210,2016-01-13 04:00:00,155.01
211,2016-01-13 04:10:00,145.51
212,2016-01-13 04:20:00,146.01
213,2016-01-13 04:30:00,156.51
214,2016-01-13 04:40:00,147.01
215,2016-01-13 04:50:00,157.51
216,2016-01-13 05:00:00,158.01
217,2016-01-13 05:10:00,158.51
218,2016-01-13 05:20:00,149.01
219,2016-01-13 05:30:00,149.51
220,2016-01-13 05:40:00,160.01
221,2016-01-13 05:50:00,130.51
222,2016-01-13 06:00:00,131.01
223,2016-01-13 06:10:00,161.51
224,2016-01-13 06:20:00,142.01
225,2016-01-13 06:30:00,162.51
226,2016-01-13 06:40:00,163.01
227,2016-01-13 06:50:00,313.51
228,2016-01-13 07:00:00,224.01
229,2016-01-13 07:10:00,194.51
230,2016-01-13 07:20:00,165.01
231,2016-01-13 07:30:00,165.51
232,2016-01-13 07:40:00,166.01
233,2016-01-13 07:50:00,156.51
234,2016-01-13 08:00:00,157.01
235,2016-01-13 08:10:00,147.51
236,2016-01-13 08:20:00,298.01
237,2016-01-13 08:30:00,468.51
238,2016-01-13 08:40:00,469.01
239,2016-01-13 08:50:00,419.51
240,2016-01-13 09:00:00,520.01
241,2016-01-13 09:10:00,510.51
242,2016-01-13 09:20:00,411.01
243,2016-01-13 09:30:00,181.51
244,2016-01-13 09:40:00,192.01
245,2016-01-13 09:50:00,232.51
246,2016-01-13 10:00:00,213.01
247,2016-01-13 10:10:00,183.51
248,2016-01-13 10:20:00,194.01
249,2016-01-13 10:30:00,204.51
250,2016-01-13 10:40:00,185.01
251,2016-01-13 10:50:00,165.51
252,2016-01-13 11:00:00,156.01
253,2016-01-13 11:10:00,196.51
254,2016-01-13 11:20:00,177.01
255,2016-01-13 11:30:00,207.51
256,2016-01-13 11:40:00,208.01
257,2016-01-13 11:50:00,178.51
258,2016-01-13 12:00:00,169.01
259,2016-01-13 12:10:00,179.51
260,2016-01-13 12:20:00,170.01
261,2016-01-13 12:30:00,170.51
262,2016-01-13 12:40:00,181.01
263,2016-01-13 12:50:00,161.51
264,2016-01-13 13:00:00,162.01
265,2016-01-13 13:10:00,152.51
266,2016-01-13 13:20:00,153.01
267,2016-01-13 13:30:00,183.51
268,2016-01-13 13:40:00,174.01
269,2016-01-13 13:50:00,184.51
270,2016-01-13 14:00:00,175.01
271,2016-01-13 14:10:00,195.51
272,2016-01-13 14:20:00,176.01
273,2016-01-13 14:30:00,176.51
274,2016-01-13 14:40:00,187.01
275,2016-01-13 14:50:00,177.51
276,2016-01-13 15:00:00,178.01
277,2016-01-13 15:10:00,168.51
278,2016-01-13 15:20:00,169.01
279,2016-01-13 15:30:00,169.51
280,2016-01-13 15:40:00,180.01
281,2016-01-13 15:50:00,220.51
282,2016-01-13 16:00:00,211.01
283,2016-01-13 16:10:00,221.51
284,2016-01-13 16:20:00,212.01
285,2016-01-13 16:30:00,222.51
286,2016-01-13 16:40:00,223.01
287,2016-01-13 16:50:00,243.51
288,2016-01-13 17:00:00,234.01
289,2016-01-13 17:10:00,244.51
290,2016-01-13 17:20:00,235.01
291,2016-01-13 17:30:00,255.51
292,2016-01-13 17:40:00,236.01
293,2016-01-13 17:50:00,246.51
294,2016-01-13 18:00:00,247.01
295,2016-01-13 18:10:00,257.51
296,2016-01-13 18:20:00,248.01
297,2016-01-13 18:30:00,238.51
298,2016-01-13 18:40:00,239.01
299,2016-01-13 18:50:00,329.51
300,2016-01-13 19:00:00,290.01
301,2016-01-13 19:10:00,250.51
302,2016-01-13 19:20:00,261.01
303,2016-01-13 19:30:00,491.51
304,2016-01-13 19:40:00,532.01
305,2016-01-13 19:50:00,362.51
306,2016-01-13 20:00:00,303.01
307,2016-01-13 20:10:00,483.51
308,2016-01-13 20:20:00,574.01
309,2016-01-13 20:30:00,484.51
310,2016-01-13 20:40:00,285.01
311,2016-01-13 20:50:00,285.51
312,2016-01-13 21:00:00,266.01
313,2016-01-13 21:10:00,406.51
314,2016-01-13 21:20:00,677.01
315,2016-01-13 21:30:00,517.51
316,2016-01-13 21:40:00,488.01
317,2016-01-13 21:50:00,468.51
318,2016-01-13 22:00:00,429.01
319,2016-01-13 22:10:00,389.51
320,2016-01-13 22:20:00,330.01
321,2016-01-13 22:30:00,220.51
322,2016-01-13 22:40:00,191.01
323,2016-01-13 22:50:00,191.51
324,2016-01-13 23:00:00,192.01
325,2016-01-13 23:10:00,202.51
326,2016-01-13 23:20:00,213.01
327,2016-01-13 23:30:00,213.51
328,2016-01-13 23:40:00,204.01
329,2016-01-13 23:50:00,204.51
330,2016-01-14 00:00:00,215.01
331,2016-01-14 00:10:00,215.51
332,2016-01-14 00:20:00,206.01
333,2016-01-14 00:30:00,226.51
334,2016-01-14 00:40:00,207.01
335,2016-01-14 00:50:00,207.51
336,2016-01-14 01:00:00,218.01
337,2016-01-14 01:10:00,208.51
338,2016-01-14 01:20:00,199.01
339,2016-01-14 01:30:00,199.51
340,2016-01-14 01:40:00,200.01
341,2016-01-14 01:50:00,210.51
342,2016-01-14 02:00:00,211.01
343,2016-01-14 02:10:00,221.51
344,2016-01-14 02:20:00,212.01
345,2016-01-14 02:30:00,212.51
346,2016-01-14 02:40:00,213.01
347,2016-01-14 02:50:00,223.51
348,2016-01-14 03:00:00,224.01
349,2016-01-14 03:10:00,224.51
350,2016-01-14 03:20:00,215.01
351,2016-01-14 03:30:00,225.51
352,2016-01-14 03:40:00,216.01
353,2016-01-14 03:50:00,216.51
354,2016-01-14 04:00:00,197.01
355,2016-01-14 04:10:00,207.51
356,2016-01-14 04:20:00,208.01
357,2016-01-14 04:30:00,218.51
358,2016-01-14 04:40:00,229.01
359,2016-01-14 04:50:00,219.51
360,2016-01-14 05:00:00,220.01
361,2016-01-14 05:10:00,230.51
362,2016-01-14 05:20:00,221.01
363,2016-01-14 05:30:00,231.51
364,2016-01-14 05:40:00,232.01
365,2016-01-14 05:50:00,222.51
366,2016-01-14 06:00:00,233.01
367,2016-01-14 06:10:00,223.51
368,2016-01-14 06:20:00,224.01
369,2016-01-14 06:30:00,224.51
370,2016-01-14 06:40:00,225.01
371,2016-01-14 06:50:00,215.51
372,2016-01-14 07:00:00,256.01
373,2016-01-14 07:10:00,546.51
374,2016-01-14 07:20:00,587.01
375,2016-01-14 07:30:00,257.51
376,2016-01-14 07:40:00,258.01
377,2016-01-14 07:50:00,578.51
378,2016-01-14 08:00:00,289.01
379,2016-01-14 08:10:00,269.51
380,2016-01-14 08:20:00,260.01
381,2016-01-14 08:30:00,360.51
382,2016-01-14 08:40:00,551.01
383,2016-01-14 08:50:00,371.51
384,2016-01-14 09:00:00,322.01
385,2016-01-14 09:10:00,262.51
386,2016-01-14 09:20:00,263.01
387,2016-01-14 09:30:00,373.51
388,2016-01-14 09:40:00,364.01
389,2016-01-14 09:50:00,584.51
390,2016-01-14 10:00:00,615.01
391,2016-01-14 10:10:00,535.51
392,2016-01-14 10:20:00,746.01
393,2016-01-14 10:30:00,886.51
394,2016-01-14 10:40:00,817.01
395,2016-01-14 10:50:00,807.51
396,2016-01-14 11:00:00,688.01
397,2016-01-14 11:10:00,458.51
398,2016-01-14 11:20:00,439.01
399,2016-01-14 11:30:00,419.51
400,2016-01-14 11:40:00,330.01
401,2016-01-14 11:50:00,290.51
402,2016-01-14 12:00:00,491.01
403,2016-01-14 12:10:00,611.51
404,2016-01-14 12:20:00,522.01
405,2016-01-14 12:30:00,462.51
406,2016-01-14 12:40:00,413.01
407,2016-01-14 12:50:00,413.51
408,2016-01-14 13:00:00,344.01
409,2016-01-14 13:10:00,264.51
410,2016-01-14 13:20:00,255.01
411,2016-01-14 13:30:00,265.51
412,2016-01-14 13:40:00,256.01
413,2016-01-14 13:50:00,266.51
414,2016-01-14 14:00:00,347.01
415,2016-01-14 14:10:00,477.51
416,2016-01-14 14:20:00,408.01
417,2016-01-14 14:30:00,268.51
418,2016-01-14 14:40:00,259.01
419,2016-01-14 14:50:00,269.51
420,2016-01-14 15:00:00,290.01
421,2016-01-14 15:10:00,260.51
422,2016-01-14 15:20:00,251.01
423,2016-01-14 15:30:00,261.51
424,2016-01-14 15:40:00,262.01
425,2016-01-14 15:50:00,252.51
426,2016-01-14 16:00:00,243.01
427,2016-01-14 16:10:00,243.51
428,2016-01-14 16:20:00,414.01
429,2016-01-14 16:30:00,664.51
430,2016-01-14 16:40:00,615.01
431,2016-01-14 16:50:00,955.51
432,2016-01-14 17:00:00,1126.01
433,2016-01-14 17:10:00,826.51
434,2016-01-14 17:20:00,727.01
435,2016-01-14 17:30:00,407.51
436,2016-01-14 17:40:00,328.01
437,2016-01-14 17:50:00,318.51
438,2016-01-14 18:00:00,309.01
439,2016-01-14 18:10:00,329.51
440,2016-01-14 18:20:00,320.01
441,2016-01-14 18:30:00,330.51
442,2016-01-14 18:40:00,321.01
443,2016-01-14 18:50:00,1011.51
444,2016-01-14 19:00:00,602.01
445,2016-01-14 19:10:00,582.51
446,2016-01-14 19:20:00,583.01
447,2016-01-14 19:30:00,323.51
448,2016-01-14 19:40:00,324.01
449,2016-01-14 19:50:00,314.51
450,2016-01-14 20:00:00,315.01
451,2016-01-14 20:10:00,335.51
452,2016-01-14 20:20:00,366.01
453,2016-01-14 20:30:00,336.51
454,2016-01-14 20:40:00,327.01
455,2016-01-14 20:50:00,337.51
456,2016-01-14 21:00:00,358.01
457,2016-01-14 21:10:00,368.51
458,2016-01-14 21:20:00,359.01
459,2016-01-14 21:30:00,349.51
460,2016-01-14 21:40:00,330.01
461,2016-01-14 21:50:00,310.51
462,2016-01-14 22:00:00,281.01
463,2016-01-14 22:10:00,281.51
464,2016-01-14 22:20:00,282.01
465,2016-01-14 22:30:00,272.51
466,2016-01-14 22:40:00,283.01
467,2016-01-14 22:50:00,283.51
468,2016-01-14 23:00:00,284.01
469,2016-01-14 23:10:00,274.51
470,2016-01-14 23:20:00,265.01
471,2016-01-14 23:30:00,265.51
472,2016-01-14 23:40:00,276.01
473,2016-01-14 23:50:00,276.51
474,2016-01-15 00:00:00,287.01
475,2016-01-15 00:10:00,297.51
476,2016-01-15 00:20:00,288.01
477,2016-01-15 00:30:00,298.51
478,2016-01-15 00:40:00,289.01
479,2016-01-15 00:50:00,289.51
480,2016-01-15 01:00:00,290.01
481,2016-01-15 01:10:00,290.51
482,2016-01-15 01:20:00,291.01
483,2016-01-15 01:30:00,291.51
484,2016-01-15 01:40:00,302.01
485,2016-01-15 01:50:00,292.51
486,2016-01-15 02:00:00,293.01
487,2016-01-15 02:10:00,293.51
488,2016-01-15 02:20:00,294.01
489,2016-01-15 02:30:00,284.51
490,2016-01-15 02:40:00,295.01
491,2016-01-15 02:50:00,285.51
492,2016-01-15 03:00:00,276.01
493,2016-01-15 03:10:00,286.51
494,2016-01-15 03:20:00,277.01
495,2016-01-15 03:30:00,307.51
496,2016-01-15 03:40:00,298.01
497,2016-01-15 03:50:00,298.51
498,2016-01-15 04:00:00,289.01
499,2016-01-15 04:10:00,299.51
500,2016-01-15 04:20:00,310.01
501,2016-01-15 04:30:00,300.51
502,2016-01-15 04:40:00,301.01
503,2016-01-15 04:50:00,301.51
504,2016-01-15 05:00:00,302.01
505,2016-01-15 05:10:00,292.51
506,2016-01-15 05:20:00,303.01
507,2016-01-15 05:30:00,303.51
508,2016-01-15 05:40:00,304.01
509,2016-01-15 05:50:00,314.51
510,2016-01-15 06:00:00,305.01
511,2016-01-15 06:10:00,295.51
512,2016-01-15 06:20:00,306.01
513,2016-01-15 06:30:00,306.51
514,2016-01-15 06:40:00,307.01
515,2016-01-15 06:50:00,287.51
516,2016-01-15 07:00:00,328.01
517,2016-01-15 07:10:00,308.51
518,2016-01-15 07:20:00,309.01
519,2016-01-15 07:30:00,309.51
520,2016-01-15 07:40:00,310.01
521,2016-01-15 07:50:00,300.51
522,2016-01-15 08:00:00,311.01
523,2016-01-15 08:10:00,311.51
524,2016-01-15 08:20:00,412.01
525,2016-01-15 08:30:00,652.51
526,2016-01-15 08:40:00,653.01
527,2016-01-15 08:50:00,643.51
528,2016-01-15 09:00:00,664.01
529,2016-01-15 09:10:00,634.51
530,2016-01-15 09:20:00,575.01
531,2016-01-15 09:30:00,305.51
532,2016-01-15 09:40:00,316.01
533,2016-01-15 09:50:00,336.51
534,2016-01-15 10:00:00,327.01
535,2016-01-15 10:10:00,357.51
536,2016-01-15 10:20:00,328.01
537,2016-01-15 10:30:00,328.51
538,2016-01-15 10:40:00,369.01
539,2016-01-15 10:50:00,649.51
540,2016-01-15 11:00:00,660.01
541,2016-01-15 11:10:00,400.51
542,2016-01-15 11:20:00,331.01
543,2016-01-15 11:30:00,331.51
544,2016-01-15 11:40:00,322.01
545,2016-01-15 11:50:00,332.51
546,2016-01-15 12:00:00,333.01
547,2016-01-15 12:10:00,513.51
548,2016-01-15 12:20:00,354.01
549,2016-01-15 12:30:00,354.51
550,2016-01-15 12:40:00,675.01
551,2016-01-15 12:50:00,675.51
552,2016-01-15 13:00:00,736.01
553,2016-01-15 13:10:00,446.51
554,2016-01-15 13:20:00,487.01
555,2016-01-15 13:30:00,467.51
556,2016-01-15 13:40:00,348.01
557,2016-01-15 13:50:00,358.51
558,2016-01-15 14:00:00,339.01
559,2016-01-15 14:10:00,349.51
560,2016-01-15 14:20:00,340.01
561,2016-01-15 14:30:00,350.51
562,2016-01-15 14:40:00,341.01
563,2016-01-15 14:50:00,341.51
564,2016-01-15 15:00:00,342.01
565,2016-01-15 15:10:00,342.51
566,2016-01-15 15:20:00,343.01
567,2016-01-15 15:30:00,333.51
568,2016-01-15 15:40:00,334.01
569,2016-01-15 15:50:00,344.51
570,2016-01-15 16:00:00,335.01
571,2016-01-15 16:10:00,335.51
572,2016-01-15 16:20:00,356.01
573,2016-01-15 16:30:00,336.51
574,2016-01-15 16:40:00,347.01
575,2016-01-15 16:50:00,347.51
576,2016-01-15 17:00:00,378.01
577,2016-01-15 17:10:00,388.51
578,2016-01-15 17:20:00,379.01
579,2016-01-15 17:30:00,389.51
580,2016-01-15 17:40:00,400.01
581,2016-01-15 17:50:00,390.51
582,2016-01-15 18:00:00,371.01
583,2016-01-15 18:10:00,401.51
584,2016-01-15 18:20:00,552.01
585,2016-01-15 18:30:00,642.51
586,2016-01-15 18:40:00,793.01
587,2016-01-15 18:50:00,663.51
588,2016-01-15 19:00:00,624.01
589,2016-01-15 19:10:00,394.51
590,2016-01-15 19:20:00,405.01
591,2016-01-15 19:30:00,435.51
592,2016-01-15 19:40:00,606.01
593,2016-01-15 19:50:00,626.51
594,2016-01-15 20:00:00,487.01
595,2016-01-15 20:10:00,457.51
596,2016-01-15 20:20:00,458.01
597,2016-01-15 20:30:00,778.51
598,2016-01-15 20:40:00,579.01
599,2016-01-15 20:50:00,429.51
600,2016-01-15 21:00:00,450.01
601,2016-01-15 21:10:00,440.51
602,2016-01-15 21:20:00,431.01
603,2016-01-15 21:30:00,431.51
604,2016-01-15 21:40:00,642.01
605,2016-01-15 21:50:00,792.51
606,2016-01-15 22:00:00,533.01
607,2016-01-15 22:10:00,663.51
608,2016-01-15 22:20:00,714.01
609,2016-01-15 22:30:00,454.51
610,2016-01-15 22:40:00,385.01
611,2016-01-15 22:50:00,385.51
612,2016-01-15 23:00:00,376.01
613,2016-01-15 23:10:00,376.51
614,2016-01-15 23:20:00,377.01
615,2016-01-15 23:30:00,367.51
616,2016-01-15 23:40:00,368.01
617,2016-01-15 23:50:00,358.51
618,2016-01-16 00:00:00,359.01
619,2016-01-16 00:10:00,359.51
620,2016-01-16 00:20:00,340.01
621,2016-01-16 00:30:00,330.51
622,2016-01-16 00:40:00,351.01
623,2016-01-16 00:50:00,361.51
624,2016-01-16 01:00:00,362.01
625,2016-01-16 01:10:00,362.51
626,2016-01-16 01:20:00,373.01
627,2016-01-16 01:30:00,363.51
628,2016-01-16 01:40:00,374.01
629,2016-01-16 01:50:00,364.51
630,2016-01-16 02:00:00,355.01
631,2016-01-16 02:10:00,365.51
632,2016-01-16 02:20:00,366.01
633,2016-01-16 02:30:00,366.51
634,2016-01-16 02:40:00,367.01
635,2016-01-16 02:50:00,357.51
636,2016-01-16 03:00:00,348.01
637,2016-01-16 03:10:00,348.51
638,2016-01-16 03:20:00,359.01
639,2016-01-16 03:30:00,369.51
640,2016-01-16 03:40:00,370.01
641,2016-01-16 03:50:00,370.51
642,2016-01-16 04:00:00,371.01
643,2016-01-16 04:10:00,381.51
644,2016-01-16 04:20:00,372.01
645,2016-01-16 04:30:00,372.51
646,2016-01-16 04:40:00,363.01
647,2016-01-16 04:50:00,373.51
648,2016-01-16 05:00:00,374.01
649,2016-01-16 05:10:00,374.51
650,2016-01-16 05:20:00,375.01
651,2016-01-16 05:30:00,355.51
652,2016-01-16 05:40:00,356.01
653,2016-01-16 05:50:00,356.51
654,2016-01-16 06:00:00,377.01
655,2016-01-16 06:10:00,377.51
656,2016-01-16 06:20:00,368.01
657,2016-01-16 06:30:00,388.51
658,2016-01-16 06:40:00,389.01
659,2016-01-16 06:50:00,379.51
660,2016-01-16 07:00:00,380.01
661,2016-01-16 07:10:00,380.51
662,2016-01-16 07:20:00,551.01
663,2016-01-16 07:30:00,721.51
664,2016-01-16 07:40:00,712.01
665,2016-01-16 07:50:00,722.51
666,2016-01-16 08:00:00,723.01
667,2016-01-16 08:10:00,573.51
668,2016-01-16 08:20:00,374.01
669,2016-01-16 08:30:00,404.51
670,2016-01-16 08:40:00,385.01
671,2016-01-16 08:50:00,385.51
672,2016-01-16 09:00:00,406.01
673,2016-01-16 09:10:00,396.51
674,2016-01-16 09:20:00,407.01
675,2016-01-16 09:30:00,397.51
676,2016-01-16 09:40:00,388.01
677,2016-01-16 09:50:00,398.51
678,2016-01-16 10:00:00,399.01
679,2016-01-16 10:10:00,419.51
680,2016-01-16 10:20:00,440.01
681,2016-01-16 10:30:00,400.51
682,2016-01-16 10:40:00,411.01
683,2016-01-16 10:50:00,401.51
684,2016-01-16 11:00:00,402.01
685,2016-01-16 11:10:00,392.51
686,2016-01-16 11:20:00,393.01
687,2016-01-16 11:30:00,383.51
688,2016-01-16 11:40:00,394.01
689,2016-01-16 11:50:00,414.51
690,2016-01-16 12:00:00,405.01
691,2016-01-16 12:10:00,405.51
692,2016-01-16 12:20:00,426.01
693,2016-01-16 12:30:00,426.51
694,2016-01-16 12:40:00,427.01
695,2016-01-16 12:50:00,437.51
696,2016-01-16 13:00:00,438.01
697,2016-01-16 13:10:00,448.51
698,2016-01-16 13:20:00,429.01
699,2016-01-16 13:30:00,439.51
700,2016-01-16 13:40:00,430.01
701,2016-01-16 13:50:00,430.51
702,2016-01-16 14:00:00,431.01
703,2016-01-16 14:10:00,431.51
704,2016-01-16 14:20:00,442.01
705,2016-01-16 14:30:00,422.51
706,2016-01-16 14:40:00,403.01
707,2016-01-16 14:50:00,413.51
708,2016-01-16 15:00:00,424.01
709,2016-01-16 15:10:00,434.51
710,2016-01-16 15:20:00,425.01
711,2016-01-16 15:30:00,725.51
712,2016-01-16 15:40:00,766.01
713,2016-01-16 15:50:00,606.51
714,2016-01-16 16:00:00,437.01
715,2016-01-16 16:10:00,427.51
716,2016-01-16 16:20:00,428.01
717,2016-01-16 16:30:00,438.51
718,2016-01-16 16:40:00,429.01
719,2016-01-16 16:50:00,439.51
720,2016-01-16 17:00:00,440.01
721,2016-01-16 17:10:00,510.51
722,2016-01-16 17:20:00,741.01
723,2016-01-16 17:30:00,651.51
